Subscription_Status,Age,Monthly_Fee,Avg_Class_Attendance,Check_Ins_Per_Month,Years_As_Member,Cardio_Machine_Minutes,Weight_Room_Minutes,Personal_Trainer_Sessions,Complaints_Filed,Friend_Referrals,Gender,Home_Branch,Payment_Method,Join_Date,Promo_Code_Used,Locker_Rented,Favorite_Workout_Time,Member_ID,Notes_Field
Expired,33,49.99,5,9,2.3,150,222,2,0,0,F,Uptown,Cash,16/06/23,nan,Y,Evening,GYM-98797,Requested new barbell sets
Renewed,35,59.99,4,11,0.7,130,170,0,1,0,femal,Northside,Direct Debit,2023-06-18,nan,Yes,Afternoon,GYM-75578,Showers are cold
Expired,24,79.99,7,4,2.7,267,32,0,0,0,Male,Downtown,Direct Debit,2023-06-19,nan,Y,Night,GYM-57313,Prefers morning yoga
Expired,20,49.99,4,7,1.2,22,180,0,0,0,m,Northside,Credit Card,2023-06-21,nan,Yes,Night,GYM-27349,Requested new barbell sets
Renewed,50,79.99,2,7,1.8,138,183,0,0,0,F,Northside,Credit Card,22/06/23,nan,Y,Evening,GYM-10215,Requested new barbell sets
Renewed,26,59.99,4,12,1.1,238,86,1,0,0,Female,Downtown,Credit Card,2023-06-24,nan,No,Night,GYM-21427,Prefers morning yoga
Renewed,25,79.99,8,7,0.4,191,68,3,1,0,femal,Northside,Direct Debit,2023-06-25,nan,No,Afternoon,GYM-30704,Showers are cold
Renewed,13,59.99,3,14,0.4,126,379,0,0,0,Male,Northside,Cash,2023-06-27,nan,No,Evening,GYM-40432,Prefers morning yoga
Renewed,28,59.99,2,7,0.2,28,25,2,0,0,Female,Uptown,Direct Debit,28/06/23,SUMMER50,Yes,Morning,GYM-12705,Prefers morning yoga
Cancelled,21,49.99,5,3,1.9,120,5,0,3,0,femal,Downtown,Cash,2023-06-30,nan,Yes,Afternoon,GYM-91598,Requested new barbell sets
Renewed,51,79.99,4,9,3.8,197,255,0,0,0,Female,Northside,Cash,2023-07-01,nan,No,Night,GYM-51732,Requested new barbell sets
Renewed,45,49.99,2,13,0.0,173,181,1,0,0,Male,Uptown,Credit Card,2023-07-03,nan,Yes,Afternoon,GYM-30495,Prefers morning yoga
Cancelled,28,79.99,6,1,0.1,143,294,0,3,0,m,Downtown,Credit Card,04/07/23,nan,No,Morning,GYM-41233,Prefers morning yoga
Renewed,57,79.99,3,5,1.2,178,259,0,0,0,m,Northside,Credit Card,2023-07-05,nan,Y,Evening,GYM-83658,Requested new barbell sets
Cancelled,44,49.99,2,1,2.7,10,383,1,1,0,Female,Northside,Direct Debit,2023-07-07,nan,Yes,Afternoon,GYM-83785,Prefers morning yoga
Renewed,31,49.99,8,5,0.3,138,313,1,0,0,Female,Northside,Direct Debit,2023-07-08,nan,No,Evening,GYM-39656,Showers are cold
Renewed,10,59.99,5,5,0.6,252,303,1,0,0,femal,Northside,Direct Debit,10/07/23,nan,Yes,Evening,GYM-14946,Prefers morning yoga
Cancelled,57,49.99,4,3,0.5,18,315,1,2,0,M,Northside,Credit Card,2023-07-11,nan,No,Night,GYM-40207,Showers are cold
Cancelled,21,79.99,2,4,1.0,159,233,1,4,0,F,Downtown,Credit Card,2023-07-13,WINTER20,Yes,Night,GYM-87417,Prefers morning yoga
Cancelled,18,,3,3,0.5,121,281,0,2,0,femal,Downtown,Cash,2023-07-14,nan,Yes,Evening,GYM-14743,Prefers morning yoga
Cancelled,45,49.99,6,3,0.9,71,206,0,1,0,Female,Uptown,Cash,16/07/23,nan,No,Morning,GYM-28227,Prefers morning yoga
Cancelled,59,79.99,0,0,2.6,54,76,0,2,0,Female,Uptown,Credit Card,2023-07-17,WINTER20,No,Evening,GYM-59612,Requested new barbell sets
Renewed,48,59.99,3,10,1.9,168,167,0,0,0,F,Uptown,Direct Debit,2023-07-19,WINTER20,No,Morning,GYM-84696,Requested new barbell sets
Renewed,40,,3,7,0.2,98,341,0,0,0,Male,Downtown,Credit Card,2023-07-20,nan,No,Afternoon,GYM-42068,Requested new barbell sets
Cancelled,40,49.99,5,2,2.0,69,378,1,6,0,m,Downtown,Direct Debit,22/07/23,nan,No,Evening,GYM-23521,Requested new barbell sets
Cancelled,43,59.99,0,0,1.3,148,55,1,2,0,Male,Downtown,Credit Card,2023-07-23,nan,No,Afternoon,GYM-62967,Requested new barbell sets
Expired,42,59.99,5,7,5.5,116,294,5,0,0,F,Northside,Credit Card,2023-07-24,nan,Yes,Evening,GYM-17292,Requested new barbell sets
Renewed,37,59.99,4,9,0.7,25,80,2,1,0,F,Downtown,Cash,2023-07-26,WINTER20,Yes,Afternoon,GYM-17629,Prefers morning yoga
Renewed,36,59.99,2,7,2.6,247,166,1,0,0,M,Downtown,Direct Debit,27/07/23,nan,Yes,Morning,GYM-10289,Showers are cold
Cancelled,34,59.99,4,2,2.6,208,175,2,1,0,femal,Northside,Direct Debit,2023-07-29,nan,Yes,Afternoon,GYM-25791,Requested new barbell sets
Renewed,27,49.99,6,9,0.5,226,280,1,1,0,femal,Uptown,Credit Card,2023-07-30,nan,Yes,Afternoon,GYM-52080,Requested new barbell sets
Expired,32,49.99,8,5,4.7,113,382,2,0,0,femal,Uptown,Cash,2023-08-01,nan,Yes,Night,GYM-74407,Prefers morning yoga
Cancelled,18,59.99,3,1,1.4,193,148,0,1,0,femal,Uptown,Credit Card,02/08/23,nan,No,Evening,GYM-98312,Requested new barbell sets
Renewed,34,49.99,2,5,2.3,9,255,0,0,0,M,Northside,Credit Card,2023-08-04,nan,Yes,Evening,GYM-42246,Prefers morning yoga
Cancelled,25,,3,4,0.3,94,280,2,1,0,m,Northside,Direct Debit,2023-08-05,nan,No,Evening,GYM-35308,Requested new barbell sets
Cancelled,23,49.99,3,2,0.6,120,344,0,3,0,femal,Northside,Credit Card,2023-08-07,nan,No,Evening,GYM-29960,Showers are cold
Renewed,36,59.99,2,9,1.8,125,277,2,0,0,Female,Downtown,Cash,08/08/23,nan,Y,Night,GYM-90986,Requested new barbell sets
Expired,48,59.99,1,1,0.8,36,278,0,0,0,F,Uptown,Credit Card,2023-08-10,nan,Yes,Morning,GYM-79318,Requested new barbell sets
Renewed,44,49.99,7,9,1.4,68,205,3,0,0,M,Northside,Cash,2023-08-11,nan,No,Afternoon,GYM-49683,Prefers morning yoga
Cancelled,19,49.99,5,2,0.9,296,29,1,2,0,Male,Northside,Direct Debit,2023-08-12,WINTER20,No,Afternoon,GYM-55631,Requested new barbell sets
Renewed,25,49.99,8,10,2.0,173,217,2,0,0,femal,Uptown,Direct Debit,14/08/23,nan,Y,Morning,GYM-14937,Prefers morning yoga
Cancelled,44,,3,0,1.3,44,230,0,5,0,M,Uptown,Credit Card,2023-08-15,WINTER20,Yes,Afternoon,GYM-86519,Showers are cold
Renewed,25,79.99,4,5,0.0,122,358,2,0,0,Male,Downtown,Cash,2023-08-17,nan,Yes,Night,GYM-20230,Requested new barbell sets
Renewed,999,49.99,5,12,2.1,26,161,1,1,0,M,Uptown,Direct Debit,2023-08-18,nan,Yes,Evening,GYM-41994,Prefers morning yoga
Expired,40,,7,3,1.1,192,216,0,1,0,Male,Northside,Cash,20/08/23,nan,Yes,Evening,GYM-21710,Showers are cold
Renewed,25,,5,6,0.8,135,227,0,0,0,M,Downtown,Direct Debit,2023-08-21,nan,No,Night,GYM-95978,Showers are cold
Renewed,36,49.99,1,6,0.2,194,332,2,0,0,M,Uptown,Direct Debit,2023-08-23,nan,No,Evening,GYM-71779,Prefers morning yoga
Expired,21,79.99,3,8,0.5,48,220,2,0,0,femal,Downtown,Cash,2023-08-24,nan,Yes,Afternoon,GYM-54477,Prefers morning yoga
Expired,28,,3,4,0.5,95,233,0,0,0,m,Northside,Cash,26/08/23,nan,Yes,Morning,GYM-41881,Requested new barbell sets
Cancelled,38,49.99,7,0,5.5,120,72,0,0,0,Female,Northside,Cash,2023-08-27,nan,Yes,Morning,GYM-94076,Showers are cold
Cancelled,19,49.99,3,1,1.1,248,398,0,2,0,F,Northside,Direct Debit,2023-08-29,nan,Yes,Afternoon,GYM-73904,Showers are cold
Renewed,39,49.99,4,6,0.1,216,94,1,0,0,Female,Northside,Cash,2023-08-30,nan,Y,Morning,GYM-57529,Prefers morning yoga
Renewed,34,49.99,0,5,0.3,113,94,0,1,0,m,Downtown,Credit Card,31/08/23,nan,No,Morning,GYM-68411,Showers are cold
Renewed,40,,4,12,0.2,13,393,1,1,0,femal,Downtown,Cash,2023-09-02,nan,Yes,Evening,GYM-14437,Prefers morning yoga
Cancelled,37,59.99,3,3,1.8,61,242,1,1,0,Male,Northside,Direct Debit,2023-09-03,nan,Yes,Afternoon,GYM-79456,Requested new barbell sets
Cancelled,48,49.99,4,3,0.4,42,372,0,3,0,Female,Downtown,Cash,2023-09-05,nan,Y,Night,GYM-24713,Prefers morning yoga
Cancelled,36,59.99,4,2,1.4,239,292,0,2,0,F,Northside,Cash,06/09/23,nan,Yes,Morning,GYM-76663,Requested new barbell sets
Cancelled,30,49.99,2,2,0.9,95,262,0,5,0,femal,Northside,Cash,2023-09-08,nan,No,Afternoon,GYM-65753,Prefers morning yoga
Renewed,36,49.99,6,4,3.3,26,123,0,0,0,F,Uptown,Credit Card,2023-09-09,nan,Y,Night,GYM-84718,Requested new barbell sets
Renewed,40,59.99,5,14,0.8,241,287,2,0,0,Male,Downtown,Direct Debit,2023-09-11,nan,No,Night,GYM-95406,Showers are cold
Renewed,35,79.99,4,6,1.2,239,266,1,2,0,F,Uptown,Credit Card,12/09/23,nan,Yes,Evening,GYM-74388,Prefers morning yoga
Renewed,35,49.99,2,10,2.6,66,108,0,0,0,m,Northside,Credit Card,2023-09-14,nan,Yes,Evening,GYM-47495,Prefers morning yoga
Renewed,27,79.99,5,10,1.1,280,347,0,0,0,Female,Uptown,Direct Debit,2023-09-15,WINTER20,Y,Morning,GYM-52385,Prefers morning yoga
Cancelled,28,59.99,1,1,3.2,191,47,1,1,0,F,Northside,Direct Debit,2023-09-17,nan,Yes,Afternoon,GYM-15509,Requested new barbell sets
Renewed,20,59.99,4,9,2.2,118,300,2,0,0,Female,Northside,Cash,18/09/23,nan,Yes,Afternoon,GYM-81017,Prefers morning yoga
Renewed,52,59.99,5,9,1.1,151,94,1,1,0,M,Northside,Direct Debit,2023-09-19,nan,No,Evening,GYM-36033,Prefers morning yoga
Renewed,22,49.99,0,5,1.4,264,32,2,0,0,Female,Downtown,Cash,2023-09-21,nan,No,Evening,GYM-46222,Showers are cold
Cancelled,28,49.99,3,1,6.8,230,117,0,2,0,Male,Northside,Credit Card,2023-09-22,SUMMER50,No,Evening,GYM-60203,Prefers morning yoga
Cancelled,27,59.99,1,2,2.2,248,131,0,2,0,m,Northside,Cash,24/09/23,nan,Yes,Morning,GYM-99194,Prefers morning yoga
Renewed,43,49.99,3,10,4.7,58,250,0,0,0,femal,Downtown,Direct Debit,2023-09-25,nan,No,Afternoon,GYM-40487,Prefers morning yoga
Renewed,32,79.99,3,11,0.4,16,302,0,0,0,F,Downtown,Cash,2023-09-27,nan,Yes,Morning,GYM-73428,Prefers morning yoga
Cancelled,47,49.99,1,1,1.3,170,121,2,1,0,femal,Northside,Credit Card,2023-09-28,nan,Yes,Afternoon,GYM-29641,Showers are cold
Renewed,28,49.99,2,8,4.8,131,217,0,0,0,m,Downtown,Direct Debit,30/09/23,nan,No,Evening,GYM-74657,Prefers morning yoga
Cancelled,37,59.99,6,1,0.8,135,52,0,1,0,Female,Northside,Direct Debit,2023-10-01,nan,Yes,Morning,GYM-14867,Prefers morning yoga
Cancelled,26,49.99,7,2,6.9,41,125,0,2,0,F,Uptown,Cash,2023-10-03,nan,Yes,Night,GYM-84599,Showers are cold
Renewed,56,59.99,2,12,0.2,5,158,0,0,0,m,Downtown,Cash,2023-10-04,WINTER20,Yes,Morning,GYM-65984,Requested new barbell sets
Renewed,23,,5,5,4.7,169,158,1,0,0,Male,Uptown,Cash,06/10/23,nan,No,Morning,GYM-92047,Requested new barbell sets
Expired,38,79.99,3,10,1.2,287,282,2,2,0,M,Northside,Credit Card,2023-10-07,nan,No,Night,GYM-34681,Showers are cold
Renewed,41,59.99,5,9,0.2,214,88,0,1,0,M,Downtown,Credit Card,2023-10-08,nan,No,Night,GYM-57455,Showers are cold
Renewed,39,59.99,0,14,4.2,68,175,1,0,0,Male,Downtown,Direct Debit,2023-10-10,nan,No,Evening,GYM-71138,Requested new barbell sets
Cancelled,33,59.99,5,1,0.6,26,291,0,1,0,femal,Northside,Direct Debit,11/10/23,nan,No,Night,GYM-31984,Prefers morning yoga
Expired,999,79.99,2,10,0.0,224,158,0,0,0,M,Downtown,Credit Card,2023-10-13,nan,No,Night,GYM-74321,Requested new barbell sets
Expired,35,49.99,1,14,0.3,233,248,1,1,0,Male,Downtown,Cash,2023-10-14,nan,Yes,Morning,GYM-54554,Prefers morning yoga
Cancelled,33,49.99,1,0,2.2,50,356,1,1,0,Female,Downtown,Cash,2023-10-16,nan,Yes,Morning,GYM-91774,Showers are cold
Renewed,44,49.99,4,8,7.6,148,121,0,0,0,femal,Uptown,Credit Card,17/10/23,nan,No,Evening,GYM-18182,Showers are cold
Renewed,57,49.99,1,7,0.2,74,236,0,0,0,femal,Northside,Cash,2023-10-19,nan,Yes,Night,GYM-19192,Showers are cold
Cancelled,29,59.99,4,1,1.2,91,124,0,1,0,Male,Northside,Credit Card,2023-10-20,WINTER20,Yes,Afternoon,GYM-87159,Requested new barbell sets
Cancelled,21,,4,0,0.4,67,314,1,4,0,M,Northside,Cash,2023-10-22,nan,No,Morning,GYM-50256,Showers are cold
Renewed,34,59.99,2,8,2.7,234,278,2,0,0,Female,Downtown,Cash,23/10/23,nan,No,Evening,GYM-88207,Requested new barbell sets
Expired,60,49.99,3,7,0.3,143,354,2,1,0,femal,Downtown,Direct Debit,2023-10-25,nan,No,Morning,GYM-15097,Prefers morning yoga
Renewed,26,59.99,3,12,0.5,75,323,2,0,0,Male,Downtown,Cash,2023-10-26,nan,No,Morning,GYM-46880,Prefers morning yoga
Renewed,51,,7,4,0.4,85,91,1,0,0,Male,Northside,Cash,2023-10-27,nan,No,Afternoon,GYM-77407,Prefers morning yoga
Renewed,51,59.99,5,11,1.6,226,104,1,2,0,femal,Uptown,Credit Card,29/10/23,nan,Y,Evening,GYM-27473,Showers are cold
Renewed,29,59.99,5,10,4.1,55,41,2,1,0,femal,Northside,Credit Card,2023-10-30,nan,Yes,Afternoon,GYM-88709,Prefers morning yoga
Renewed,40,49.99,2,8,1.4,79,396,3,0,1,Female,Northside,Credit Card,2023-11-01,nan,No,Afternoon,GYM-39808,Showers are cold
Renewed,51,49.99,0,8,0.1,23,128,2,0,0,femal,Uptown,Credit Card,2023-11-02,nan,Yes,Evening,GYM-26003,Requested new barbell sets
Renewed,31,49.99,3,13,1.7,226,52,1,0,0,F,Downtown,Cash,04/11/23,nan,Yes,Night,GYM-81071,Showers are cold
Cancelled,32,79.99,4,1,3.2,27,167,0,1,0,M,Downtown,Credit Card,2023-11-05,nan,No,Afternoon,GYM-57004,Prefers morning yoga
Cancelled,29,79.99,7,3,0.3,120,89,2,1,0,femal,Northside,Direct Debit,2023-11-07,SUMMER50,Yes,Night,GYM-37708,Showers are cold
Cancelled,24,59.99,3,4,0.2,92,246,1,2,0,F,Uptown,Credit Card,2023-11-08,nan,Yes,Morning,GYM-47307,Showers are cold
Expired,28,49.99,5,2,0.4,111,173,2,0,0,Female,Northside,Cash,10/11/23,nan,No,Evening,GYM-86258,Requested new barbell sets
Renewed,22,49.99,3,11,2.7,30,371,2,0,0,Female,Northside,Direct Debit,2023-11-11,nan,Yes,Evening,GYM-78851,Showers are cold
Renewed,35,59.99,5,7,1.8,142,86,0,0,0,m,Uptown,Cash,2023-11-13,nan,No,Morning,GYM-63044,Prefers morning yoga
Cancelled,27,59.99,3,0,1.6,297,368,0,2,0,m,Uptown,Direct Debit,2023-11-14,nan,Yes,Morning,GYM-53524,Showers are cold
Renewed,37,49.99,3,6,0.6,226,149,1,0,0,Female,Downtown,Direct Debit,15/11/23,nan,Yes,Morning,GYM-76929,Showers are cold
Expired,19,49.99,3,8,0.8,249,248,0,0,0,m,Northside,Direct Debit,2023-11-17,nan,No,Afternoon,GYM-73804,Prefers morning yoga
Renewed,38,59.99,2,5,6.8,49,114,0,1,0,Male,Uptown,Cash,2023-11-18,nan,No,Afternoon,GYM-37668,Showers are cold
Expired,43,49.99,1,10,0.6,213,179,1,0,0,F,Uptown,Direct Debit,2023-11-20,WINTER20,No,Afternoon,GYM-20937,Requested new barbell sets
Renewed,15,49.99,6,5,4.6,268,119,1,0,0,Female,Uptown,Cash,21/11/23,WINTER20,No,Afternoon,GYM-27104,Prefers morning yoga
Cancelled,38,49.99,5,0,1.7,287,27,2,2,0,Male,Uptown,Direct Debit,2023-11-23,nan,No,Afternoon,GYM-14326,Prefers morning yoga
Renewed,47,59.99,6,5,0.3,194,308,0,0,0,M,Northside,Credit Card,2023-11-24,SUMMER50,No,Night,GYM-79133,Showers are cold
Expired,22,79.99,4,9,1.3,253,116,3,0,0,M,Northside,Credit Card,2023-11-26,nan,Yes,Night,GYM-47727,Requested new barbell sets
Renewed,51,79.99,2,10,5.9,78,190,4,0,0,m,Northside,Direct Debit,27/11/23,nan,Yes,Afternoon,GYM-50526,Requested new barbell sets
Cancelled,39,59.99,5,1,1.1,243,144,1,0,0,m,Uptown,Direct Debit,2023-11-29,nan,Yes,Evening,GYM-99556,Prefers morning yoga
Expired,27,59.99,6,4,4.0,90,319,1,1,0,Male,Downtown,Credit Card,2023-11-30,nan,Yes,Evening,GYM-38341,Prefers morning yoga
Renewed,34,,6,11,0.6,5,261,1,1,0,M,Uptown,Credit Card,2023-12-02,nan,Yes,Night,GYM-70493,Showers are cold
Cancelled,40,59.99,7,2,1.7,280,141,1,2,0,femal,Northside,Cash,03/12/23,nan,Yes,Night,GYM-79416,Prefers morning yoga
Cancelled,35,49.99,5,2,3.7,149,113,1,2,0,Female,Northside,Credit Card,2023-12-04,SUMMER50,No,Evening,GYM-75295,Requested new barbell sets
Renewed,40,59.99,2,12,5.1,281,383,1,0,0,femal,Northside,Cash,2023-12-06,WINTER20,No,Evening,GYM-88386,Showers are cold
Cancelled,25,49.99,3,2,1.3,190,272,1,3,0,F,Downtown,Direct Debit,2023-12-07,nan,Yes,Evening,GYM-31248,Showers are cold
Cancelled,36,49.99,4,0,2.0,273,37,1,1,0,m,Downtown,Cash,09/12/23,nan,No,Night,GYM-90679,Requested new barbell sets
Expired,20,49.99,4,5,0.0,72,196,3,0,0,Male,Northside,Direct Debit,2023-12-10,nan,No,Night,GYM-33057,Requested new barbell sets
Renewed,33,49.99,2,10,0.6,67,12,0,0,0,femal,Uptown,Cash,2023-12-12,nan,Yes,Evening,GYM-84017,Prefers morning yoga
Renewed,25,49.99,5,9,0.7,62,111,1,1,0,m,Northside,Cash,2023-12-13,WINTER20,No,Night,GYM-42700,Requested new barbell sets
Expired,27,49.99,4,8,0.2,133,136,1,0,0,Male,Northside,Cash,15/12/23,nan,Yes,Afternoon,GYM-16243,Showers are cold
Cancelled,47,79.99,3,4,0.7,267,171,2,1,0,M,Downtown,Direct Debit,2023-12-16,nan,No,Evening,GYM-49060,Showers are cold
Renewed,-5,,4,7,0.8,222,126,1,1,0,m,Downtown,Direct Debit,2023-12-18,SUMMER50,Yes,Morning,GYM-91280,Requested new barbell sets
Cancelled,41,,6,5,6.9,125,361,0,0,0,femal,Downtown,Cash,2023-12-19,WINTER20,No,Evening,GYM-34970,Prefers morning yoga
Renewed,24,79.99,3,4,2.2,264,332,0,0,0,Male,Downtown,Direct Debit,21/12/23,nan,No,Night,GYM-10375,Showers are cold
Renewed,31,79.99,2,7,1.1,6,18,1,1,0,Male,Northside,Cash,2023-12-22,nan,No,Morning,GYM-31261,Prefers morning yoga
Renewed,47,59.99,5,4,8.9,205,207,1,1,0,femal,Uptown,Direct Debit,2023-12-23,nan,No,Morning,GYM-28523,Requested new barbell sets
Renewed,36,79.99,5,6,0.3,178,157,0,0,0,m,Northside,Cash,2023-12-25,nan,No,Evening,GYM-93894,Prefers morning yoga
Cancelled,58,49.99,5,3,1.3,182,159,0,1,0,F,Northside,Credit Card,26/12/23,nan,Yes,Afternoon,GYM-53418,Showers are cold
Renewed,38,49.99,3,4,2.1,227,333,0,1,0,Female,Uptown,Credit Card,2023-12-28,WINTER20,No,Afternoon,GYM-80037,Requested new barbell sets
Expired,36,49.99,7,10,0.1,235,239,1,0,0,M,Northside,Cash,2023-12-29,nan,No,Night,GYM-98084,Showers are cold
Expired,31,59.99,3,7,2.5,145,375,3,0,0,femal,Uptown,Direct Debit,2023-12-31,nan,No,Morning,GYM-53639,Showers are cold
Cancelled,36,59.99,3,4,0.2,57,78,1,3,0,femal,Downtown,Cash,01/01/24,nan,Y,Afternoon,GYM-32546,Requested new barbell sets
Renewed,33,49.99,2,4,0.3,295,331,1,1,0,m,Downtown,Credit Card,2024-01-03,SUMMER50,Yes,Night,GYM-56615,Prefers morning yoga
Renewed,42,49.99,5,16,0.3,240,356,0,1,0,m,Downtown,Credit Card,2024-01-04,nan,Yes,Morning,GYM-40571,Requested new barbell sets
Cancelled,44,59.99,3,0,5.3,286,330,1,0,0,F,Uptown,Cash,2024-01-06,nan,No,Night,GYM-16345,Showers are cold
Cancelled,27,49.99,4,1,2.3,162,196,1,5,0,M,Northside,Credit Card,07/01/24,nan,Yes,Afternoon,GYM-65282,Showers are cold
Renewed,21,59.99,4,8,2.1,25,119,2,0,0,m,Downtown,Cash,2024-01-09,WINTER20,Yes,Night,GYM-90010,Showers are cold
Expired,16,59.99,4,4,1.6,105,247,2,0,0,F,Downtown,Credit Card,2024-01-10,nan,No,Night,GYM-73255,Requested new barbell sets
Cancelled,40,59.99,4,2,0.7,239,138,1,1,0,femal,Northside,Direct Debit,2024-01-11,nan,Yes,Afternoon,GYM-57127,Requested new barbell sets
Expired,23,59.99,5,9,1.9,41,225,0,0,0,Female,Downtown,Direct Debit,13/01/24,WINTER20,Yes,Afternoon,GYM-48923,Requested new barbell sets
Cancelled,13,79.99,4,1,1.1,132,82,1,1,0,Male,Downtown,Direct Debit,2024-01-14,nan,Y,Night,GYM-98198,Requested new barbell sets
Cancelled,38,49.99,6,4,0.3,43,25,2,5,0,Female,Uptown,Cash,2024-01-16,nan,Yes,Afternoon,GYM-25271,Prefers morning yoga
Renewed,-5,59.99,4,6,2.3,34,127,0,0,0,Female,Northside,Cash,2024-01-17,nan,Yes,Evening,GYM-27762,Showers are cold
Expired,34,59.99,1,7,0.3,0,222,0,0,0,Female,Uptown,Direct Debit,19/01/24,nan,Yes,Evening,GYM-72030,Prefers morning yoga
Cancelled,43,49.99,1,1,0.4,225,338,0,3,0,Female,Downtown,Direct Debit,2024-01-20,nan,No,Evening,GYM-33519,Showers are cold
Renewed,35,49.99,3,7,3.4,298,43,0,0,0,Male,Downtown,Direct Debit,2024-01-22,nan,No,Morning,GYM-10710,Showers are cold
Renewed,34,,6,11,2.2,287,83,1,0,0,femal,Northside,Credit Card,2024-01-23,SUMMER50,Yes,Evening,GYM-38026,Prefers morning yoga
Renewed,44,49.99,4,2,2.0,235,24,1,0,0,M,Downtown,Direct Debit,25/01/24,nan,Yes,Evening,GYM-99381,Requested new barbell sets
Cancelled,32,59.99,1,1,1.1,32,219,2,2,0,M,Uptown,Credit Card,2024-01-26,nan,No,Evening,GYM-14892,Showers are cold
Expired,37,79.99,5,12,1.0,94,292,3,1,0,femal,Uptown,Direct Debit,2024-01-28,nan,Yes,Afternoon,GYM-45995,Requested new barbell sets
Renewed,38,49.99,1,8,2.3,204,203,2,0,0,F,Northside,Cash,2024-01-29,nan,Y,Afternoon,GYM-27114,Prefers morning yoga
Cancelled,28,49.99,3,4,2.7,108,367,1,2,0,F,Northside,Direct Debit,30/01/24,nan,No,Afternoon,GYM-98340,Showers are cold
Renewed,44,79.99,5,9,1.4,29,192,0,0,0,m,Downtown,Credit Card,2024-02-01,nan,Yes,Afternoon,GYM-48960,Requested new barbell sets
Expired,33,49.99,3,9,7.0,265,1,1,0,0,Female,Northside,Direct Debit,2024-02-02,nan,No,Afternoon,GYM-66340,Prefers morning yoga
Cancelled,27,49.99,4,7,6.2,22,201,0,3,0,Female,Northside,Credit Card,2024-02-04,nan,Yes,Evening,GYM-27851,Showers are cold
Cancelled,40,59.99,5,1,1.1,96,353,1,3,0,Male,Downtown,Direct Debit,05/02/24,nan,Yes,Evening,GYM-44326,Prefers morning yoga
Renewed,26,59.99,5,10,3.4,38,31,0,0,0,Female,Downtown,Credit Card,2024-02-07,nan,Yes,Afternoon,GYM-53479,Requested new barbell sets
Renewed,35,49.99,2,3,1.6,172,88,1,0,0,Male,Uptown,Credit Card,2024-02-08,nan,No,Night,GYM-48025,Showers are cold
Renewed,34,49.99,4,4,1.4,247,201,0,0,0,m,Uptown,Direct Debit,2024-02-10,WINTER20,Yes,Afternoon,GYM-92149,Showers are cold
Renewed,45,49.99,4,10,0.1,161,177,0,0,0,F,Northside,Direct Debit,11/02/24,nan,Yes,Evening,GYM-33365,Showers are cold
Cancelled,-5,59.99,7,4,1.7,179,192,2,2,0,F,Downtown,Cash,2024-02-13,nan,Yes,Evening,GYM-81060,Prefers morning yoga
Cancelled,34,59.99,2,0,4.6,102,159,0,2,0,m,Northside,Cash,2024-02-14,WINTER20,No,Afternoon,GYM-51500,Prefers morning yoga
Expired,43,49.99,1,9,3.0,208,292,2,0,0,m,Uptown,Cash,2024-02-16,nan,Yes,Morning,GYM-78410,Prefers morning yoga
Expired,48,59.99,5,9,3.1,21,203,2,1,0,femal,Northside,Credit Card,17/02/24,nan,Yes,Night,GYM-68279,Prefers morning yoga
Cancelled,40,79.99,3,5,0.3,4,240,0,0,0,Female,Uptown,Credit Card,2024-02-18,nan,No,Afternoon,GYM-82493,Requested new barbell sets
Cancelled,35,49.99,3,3,0.9,138,114,0,1,0,F,Uptown,Cash,2024-02-20,nan,No,Evening,GYM-29076,Prefers morning yoga
Expired,21,49.99,7,9,0.5,213,209,0,2,0,M,Northside,Cash,2024-02-21,nan,No,Night,GYM-21261,Prefers morning yoga
Cancelled,24,59.99,4,1,0.8,159,221,2,0,0,m,Uptown,Direct Debit,23/02/24,nan,Yes,Morning,GYM-47992,Prefers morning yoga
Renewed,31,,5,12,1.7,138,396,1,1,0,F,Uptown,Cash,2024-02-24,SUMMER50,No,Night,GYM-72062,Requested new barbell sets
Renewed,28,49.99,5,8,0.9,144,181,1,0,0,F,Downtown,Credit Card,2024-02-26,WINTER20,No,Afternoon,GYM-37474,Requested new barbell sets
Renewed,33,59.99,2,10,1.6,159,258,1,1,0,Male,Northside,Direct Debit,2024-02-27,nan,Yes,Evening,GYM-88247,Showers are cold
Expired,35,79.99,4,6,1.2,82,39,0,0,0,F,Northside,Cash,29/02/24,nan,No,Evening,GYM-49534,Prefers morning yoga
Cancelled,40,79.99,7,0,0.7,154,329,0,0,0,m,Northside,Cash,2024-03-01,nan,No,Evening,GYM-20090,Showers are cold
Renewed,34,59.99,3,7,0.2,287,321,0,0,0,Female,Uptown,Cash,2024-03-03,nan,No,Night,GYM-73318,Showers are cold
Cancelled,39,,6,2,4.4,280,59,0,6,0,F,Uptown,Direct Debit,2024-03-04,nan,Y,Afternoon,GYM-42771,Requested new barbell sets
Cancelled,35,49.99,8,3,0.0,63,10,1,2,0,M,Uptown,Direct Debit,06/03/24,nan,No,Afternoon,GYM-88292,Requested new barbell sets
Renewed,15,59.99,6,8,0.0,191,119,1,0,0,m,Northside,Direct Debit,2024-03-07,nan,Yes,Night,GYM-80295,Showers are cold
Renewed,25,49.99,3,8,3.5,155,384,0,0,0,Female,Downtown,Cash,2024-03-08,nan,No,Night,GYM-47401,Showers are cold
